ID_импорт;ID_экспорт;Номер вагона;Страна отправления_импорт;Страна назначения_экспорт;Станция отправления_импорт;Станция назначения_импорт;Станция отправления_экспорт;Станция назначения_экспорт;Дата прибытия_импорт;Дата отправления_экспорт;ves_import;ves_export;Наименование груза;БИН_импорт;БИН_экспорт;Станция_прибытия_импорт;Станция_отправления_экспорт;naimenovanie_plat;комент КТЖ;strana_otpr;strana_nazn;
3437455;3618900;95282620;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-05-14;2025-05-22 19:32:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО ULEX (УЛЭКС);за парожни вагоны взыскивается на месте ;31;643;
3439086;3511261;95607859;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;АТБАСАР         ;АТБАСАР         ;ПЕТРОПАВ.КЗХ    ;2025-05-06;2025-05-10 10:04:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,90E+11;1,90E+11;691503;691503;"ТОО ""Хоппер Экспресс""";за парожни вагоны взыскивается на месте ;860;643;
3447672;3528252;95572012;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-05-08;2025-05-12 14:43:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,20E+11;2,20E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
4271628;4329822;95710612;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-18;2025-06-18 11:44:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
309067;497021;99486029;УЗБЕКИСТАН       ;РОССИЯ           ;КАКИР           ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВЛОВС    ;2025-01-18;2025-01-18 19:41:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
473397;595418;98943574;УЗБЕКИСТАН       ;РОССИЯ           ;КОКАНД 1        ;АТБАСАР         ;АТБАСАР         ;ПЕТРОПАВЛОВС    ;2025-01-23;2025-01-23 09:07:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,9024E+11;1,9024E+11;691503;691503;"ТОО ""Самал Транс Логистикс""";за парожни вагоны взыскивается на месте ;860;643;
1225156;1295986;95677134;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-11;2025-02-11 12:23:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
1275332;1373676;29872199;УЗБЕКИСТАН       ;УЗБЕКИСТАН       ;САРЫАГАШ ЭК     ;АРЫС 1          ;АРЫС 1          ;САРЫАГАШ ЭК     ;2025-02-09;2025-02-19 15:02:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4034E+11;1,4034E+11;698004;698004;ТОО ЛОГСОФТ;за парожни вагоны взыскивается на месте ;860;860;
1297368;1364662;98214810;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;ПЕТРОПАВ.КЗХ    ;2025-02-16;2025-02-18 16:01:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;"ТОО ""Темиртау Трейд""";за парожни вагоны взыскивается на месте ;860;643;
1366908;1924945;98278526;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-27 10:51:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
2677696;2690135;98159262;КИТАЙ            ;РОССИЯ           ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;ЛОКОТЬ КЗ-Р     ;2025-04-02;2025-04-03 00:06:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,10E+11;2,10E+11;707608;707608;ТОО «Express Trans Service»;за парожни вагоны взыскивается на месте ;156;643;
2813248;2874058;58532573;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЯНКО            ;ЯНКО            ;ПЕТРОПАВ.КЗХ    ;2025-04-24;2025-04-24 19:38:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,90E+11;9,90E+11;686609;686609;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
2830760;2874080;95806162;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЯНКО            ;ЯНКО            ;ПЕТРОПАВ.КЗХ    ;2025-04-24;2025-04-24 19:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,90E+11;9,90E+11;686609;686609;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
2830764;2874086;58540550;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЯНКО            ;ЯНКО            ;ПЕТРОПАВ.КЗХ    ;2025-04-24;2025-04-24 19:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,90E+11;9,90E+11;686609;686609;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
4181047;4217367;95673539;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-06;2025-06-06 12:21:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2E+11;2,2E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
4181055;4217366;95672986;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-06;2025-06-06 12:21:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2E+11;2,2E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
30819;224725;28841989;УЗБЕКИСТАН       ;РОССИЯ           ;ГАЛАБА ЭКСП.    ;КОСТАНАЙ        ;КОСТАНАЙ        ;ПЕТРОПАВЛОВС    ;2025-01-02;2025-01-07 14:29:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,2114E+11;1,2114E+11;684001;684001;TOO  ALTO TRADING;за парожни вагоны взыскивается на месте ;860;643;
86062;1188275;99419657;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВЛОВС    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-01-05;2025-01-30 18:45:00;71000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;Эти станции Казахстанские , экспорт ;643;860;
132614;280836;99456774;УЗБЕКИСТАН       ;РОССИЯ           ;АХАНГАРАН       ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;БУЛАЕВО 1       ;2025-01-09;2025-01-09 23:01:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
133453;607626;98250673;АЗЕРБАЙДЖАН      ;РОССИЯ           ;СИТАЛ-ЧАЙ       ;СМИРНОВО        ;СМИРНОВО        ;ПЕТРОПАВЛОВС    ;2025-01-21;2025-01-23 20:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;90740003967;90740003967;687902;687902;ТОО ПЕТРОПАВЛ ЭКСПРЕСС ЛОГИСТИКА;за парожни вагоны взыскивается на месте ;31;643;
152599;260751;95676144;ТАДЖИКИСТАН      ;РОССИЯ           ;ЛЕНИНАБАД       ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;МАМЛЮТКА        ;2025-01-09;2025-01-09 01:30:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
521077;1188275;99419657;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВЛОВС    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-01-23;2025-01-30 18:45:00;70000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;Эти станции Казахстанские , экспорт ;643;860;
1174002;1263253;60776002;РОССИЯ           ;ТАДЖИКИСТАН      ;ЕЛИМАЙ ОБГП     ;АГАДЫРЬ         ;АГАДЫРЬ         ;САРЫАГАШ ЭК     ;2025-02-06;2025-02-07 21:38:00;62650;62650;КУПОРОСЫ,_НЕ_ПОИМ;2,20241E+11;2,20241E+11;677205;677205;"ТОО ""НурТранс-2004""";в процессе взыскания , отправитель отказыввается платить. Со стороны КТЖ уже отработанный кейс ;643;762;
1227950;1942672;91955609;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-04;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1227971;1942657;99208357;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-04;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1254321;1296132;95710158;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-11;2025-02-11 12:37:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
1406832;1942664;99239873;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-23;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1406839;1942665;99239964;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-23;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1406843;1942680;99239899;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-23;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1916973;1984097;99452765;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-03-05;2025-03-05 13:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;31;643;
1942335;2164770;63211130;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ПАВЛОД.ПОРТ     ;ПАВЛОД.ПОРТ     ;КУРКАМЫС (ЭК    ;2025-03-07;2025-03-27 14:21:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,1094E+11;1,1094E+11;696403;696403;"ТОО ""RailTransService""";за парожни вагоны взыскивается на месте ;156;643;
1975468;2077706;52590197;РОССИЯ           ;ТУРКМЕНИСТАН     ;ЕЛИМАЙ ОБГП     ;ЖЕЛЕЗОРУДНАЯ    ;ЖЕЛЕЗОРУДНАЯ    ;БОЛАШАК(ЭКСП    ;2025-03-10;2025-03-15 16:18:00;65900;65772;ЛИГНОСУЛЬФОНАТ_ТЕХ;2,3114E+11;2,3114E+11;683901;683901;"ТОО ""ALMTRANS""";Неизвестно отработан или нет, информацию можно получить только по запросу. (Подозриельный кейс-возможен серый транзит );643;795;
1991231;2083177;58519620;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-03-15;2025-03-16 05:00:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
2106715;2112206;91960047;КИТАЙ            ;РОССИЯ           ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;ЛОКОТЬ КЗ-Р     ;2025-03-19;2025-03-19 21:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,9084E+11;9,9084E+11;707608;707608;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
2711066;2759989;98004005;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-11;2025-04-11 06:24:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
2760093;2817146;95714952;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-17;2025-04-17 16:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
3383699;3453664;95738068;ЭСТОНИЯ          ;РОССИЯ           ;ПЕТРОПАВ.КЗХ    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-05-01;2025-05-03 22:44:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО АТК КЕРУЕН;за парожни вагоны взыскивается на месте ;233;643;
4271627;4329821;58511395;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-06-18;2025-06-18 11:44:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
37444;1896114;59617787;РОССИЯ           ;УЗБЕКИСТАН       ;ЕГОРЬЕВСК 1     ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;САРЫАГАШ ЭК     ;2025-01-29;2025-02-13 16:27:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,1054E+11;2,1054E+11;707608;707608;ТОО ФОРТ ЭКС;за парожни вагоны взыскивается на месте ;643;860;
13618;472773;95214029;РОССИЯ           ;УЗБЕКИСТАН       ;БУЛАЕВО 1       ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;ХОДЖЕЙЛИ        ;2025-01-03;2025-01-17 19:17:00;69015;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;;643;860;
81743;251716;99449431;УЗБЕКИСТАН       ;РОССИЯ           ;АХАНГАРАН       ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;БУЛАЕВО 1       ;2025-01-08;2025-01-08 17:37:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1406821;1942670;99239766;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-23;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1406827;1942651;99239824;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-23;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1916977;1984100;99452609;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-03-05;2025-03-05 13:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;31;643;
1991245;2083178;98002314;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-03-15;2025-03-16 05:00:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
2804185;2874276;58551433;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;ЯНКО            ;ЯНКО            ;ПЕТРОПАВ.КЗХ    ;2025-04-24;2025-04-24 19:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,90E+11;9,90E+11;686609;686609;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
